categoria_mr,subcategoria_mr,nombre_producto,slug,url_completa,imagen_url
Poleas,,Polea 1 Canal A,polea-1-canal-a,https://mraccesoriosindustriales.com.ar/polea-1-canal-a,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/DNQNP2X802637-MLA74999514381032024-F-720.webp
Poleas,,Polea 1 canal B,polea-1-canal-b,https://mraccesoriosindustriales.com.ar/polea-1-canal-b,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/DNQNP827029-MLA42584266007072020-O-720.webp
Poleas,,Polea 1 Canal C,polea-1-canal-c,https://mraccesoriosindustriales.com.ar/polea-1-canal-c,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/DNQNP2X802637-MLA74999514381032024-F-720.webp
Poleas,,Polea 2 Canales A,polea-2-canales-a,https://mraccesoriosindustriales.com.ar/polea-2-canales-a,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/0023945polea-rp-en-hierro-fundido-seccion-a-medida-50mm-2-canales550-720.webp
Poleas,,Polea 2 Canales B,polea-2-canales-b,https://mraccesoriosindustriales.com.ar/polea-2-canales-b,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/DNQNP957158-MLA74650297781022024-O-720.webp
Poleas,,Polea 2 Canales C,polea-2-canales-c,https://mraccesoriosindustriales.com.ar/polea-2-canales-c,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/DNQNP714941-MLA77650993872072024-O-720.webp
Poleas,,Polea 3 Canales C,polea-3-canales-c,https://mraccesoriosindustriales.com.ar/polea-3-canales-c,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/DNQNP811306-MLA43298755343082020-O-720.webp
Poleas,,Polea 3 Canales B,polea-3-canales-b,https://mraccesoriosindustriales.com.ar/polea-3-canales-b,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/images-720.webp
Poleas,,Polea 3 Canales A,polea-3-canales-a,https://mraccesoriosindustriales.com.ar/polea-3-canales-a,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/images1-720.webp
Ruedas libres,,Ruedas Libres completas FB,ruedas-libres-completas-fb,https://mraccesoriosindustriales.com.ar/ruedas-libres-completas-fb,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/7fFm7iuECF-720.webp
Ruedas libres,,Ruedas libres completas FKh,ruedas-libres-completas-fkh,https://mraccesoriosindustriales.com.ar/ruedas-libres-completas-fkh,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/co5JMgfLM3-720.webp
Ruedas libres,,Ruedas libres completas FA,ruedas-libres-completas-fa,https://mraccesoriosindustriales.com.ar/ruedas-libres-completas-fa,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/wlteVEgRYy-720.webp
Ruedas libres,,Antirretornos de Baja Velocidad FRHD,antirretornos-de-baja-velocidad-frhd,https://mraccesoriosindustriales.com.ar/antirretornos-de-baja-velocidad-frhd,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/uFCr1GzhHF-720.webp
Ruedas libres,,Ruedas Libres internas,ruedas-libres-internas,https://mraccesoriosindustriales.com.ar/ruedas-libres-internas,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/hXyfRHxsbm-720.webp
Ruedas libres,,Ruedas libres con carcasa,ruedas-libres-con-carcasa,https://mraccesoriosindustriales.com.ar/ruedas-libres-con-carcasa,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/sUmduBtVBS-720.webp
Ruedas libres,,Ruedas Libres con base,ruedas-libres-con-base,https://mraccesoriosindustriales.com.ar/ruedas-libres-con-base,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/FDGBUN5dXr-720.webp
Retenes,,Reten de Vitón,reten-de-viton,https://mraccesoriosindustriales.com.ar/reten-de-viton,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/eNzk9E8Kg2-720.webp
Retenes,,Reten de Silicona,reten-de-silicona,https://mraccesoriosindustriales.com.ar/reten-de-silicona,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/93Sf4Dn2jb-720.webp
Retenes,,Reten de Poliacrílico,reten-de-poliacrilico,https://mraccesoriosindustriales.com.ar/reten-de-poliacrilico,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/WCt2nFepBp-720.webp
Retenes,,Reten de Nitrilo,reten-de-nitrilo,https://mraccesoriosindustriales.com.ar/reten-de-nitrilo,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/Jkc6cbArru-720.webp
Sistemas lineales,,Serie CG,serie-cg,https://mraccesoriosindustriales.com.ar/serie-cg,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/4cCTncIY0h-720.webp
Sistemas lineales,,Serie HG,serie-hg,https://mraccesoriosindustriales.com.ar/serie-hg,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/Qlck9XFf7G-720.webp
Sistemas lineales,,Serie EG,serie-eg,https://mraccesoriosindustriales.com.ar/serie-eg,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/5PJyrx1APf-720.webp
Sistemas lineales,,Guía LM (tipo bola completa),guia-lm-tipo-bola-completa,https://mraccesoriosindustriales.com.ar/guia-lm-tipo-bola-completa,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/ZgR6eGdpRP-720.webp
Sistemas lineales,,Guía LM con tecnología de jaula de rodillos,guia-lm-con-tecnologia-de-jaula-de-rodillos,https://mraccesoriosindustriales.com.ar/guia-lm-con-tecnologia-de-jaula-de-rodillos,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/o735JLtrSJ-720.webp
Tornillos de rosca recirculantes,,Tuerca única alta carga,tuerca-unica-alta-carga,https://mraccesoriosindustriales.com.ar/tuerca-unica-alta-carga,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/KUzCJ3thvE-720.webp
Tornillos de rosca recirculantes,,Tuerca única para transporte,tuerca-unica-para-transporte,https://mraccesoriosindustriales.com.ar/tuerca-unica-para-transporte,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/DSj9KKfB2h-720.webp
Tornillos de rosca recirculantes,,Tuerca doble giratoria con rodamiento de rodillos,tuerca-doble-giratoria-con-rodamiento-de-rodillos,https://mraccesoriosindustriales.com.ar/tuerca-doble-giratoria-con-rodamiento-de-rodillos,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/mPcTNR5lFr-720.webp
Tornillos de rosca recirculantes,,RLD | Husillo de bolas laminado,rld-husillo-de-bolas-laminado,https://mraccesoriosindustriales.com.ar/rld-husillo-de-bolas-laminado,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/gQcoIUddwq-720.webp
Tornillos de rosca recirculantes,,PABS | Husillos de precisión,pabs-husillos-de-precision,https://mraccesoriosindustriales.com.ar/pabs-husillos-de-precision,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/FigJ6YRDi7-720.webp
Motorreductores,,Motorreductor Coaxial de Engranaje Helicoidal,motorreductor-coaxial-de-engranaje-helicoidal,https://mraccesoriosindustriales.com.ar/motorreductor-coaxial-de-engranaje-helicoidal,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/MKTWATTGLOBALIMAGEGEAREDMOTORMASHELICAL515Wx515H-720.webp
Motorreductores,,Montaje por el eje / Motorreductor de Eje Paralelo,montaje-por-el-eje-motorreductor-de-eje-paralelo,https://mraccesoriosindustriales.com.ar/montaje-por-el-eje-motorreductor-de-eje-paralelo,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/MKTWATTGLOBALIMAGEGEAREDMOTORMASPARALLELSHAFT515Wx515H-720.webp
Motorreductores,,Motorreductor de Corona y Rosca Sin Fin,motorreductor-de-corona-y-rosca-sin-fin,https://mraccesoriosindustriales.com.ar/motorreductor-de-corona-y-rosca-sin-fin,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/MKTWATTGLOBALIMAGEGEAREDMOTORMASHELICALWORM515Wx515H-720.webp
Motorreductores,,Motorreductor Ortogonal de Engranaje Cónico Helicoidal,motorreductor-ortogonal-de-engranaje-conico-helicoidal,https://mraccesoriosindustriales.com.ar/motorreductor-ortogonal-de-engranaje-conico-helicoidal,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/MKTWATTGLOBALIMAGEGEAREDMOTORMASHELICALBEVEL515Wx515H-720.webp
Mangueras Industriales,,Manguera Aire Agua,manguera-aire-agua,https://mraccesoriosindustriales.com.ar/manguera-aire-agua,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/5ba706f2-6c90-45d9-a108-3d74a61c3e7d-720.webp
Mangueras Industriales,,Manguera Riego,manguera-riego,https://mraccesoriosindustriales.com.ar/manguera-riego,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/b5b0d9f9-9989-4c88-a811-44dee8902e3f-720.webp
Mangueras Industriales,,Manguera Soldadura por Gases,manguera-soldadura-por-gases,https://mraccesoriosindustriales.com.ar/manguera-soldadura-por-gases,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/69a2c209-b891-49dc-900e-45eb2c14279d-720.webp
Mangueras Industriales,,Manguera Para Gas,manguera-para-gas,https://mraccesoriosindustriales.com.ar/manguera-para-gas,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/678a186e-2ad9-4bdc-aed0-147b6bf0dc87-720.webp
Mangueras Industriales,,Manguera Martillo Neumático,manguera-martillo-neumatico,https://mraccesoriosindustriales.com.ar/manguera-martillo-neumatico,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/f4b582b4-084b-4489-9c11-b74db1e406fa-720.webp
Mangueras Industriales,,Mangueras Industriales,mangueras-industriales-2,https://mraccesoriosindustriales.com.ar/mangueras-industriales-2,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/depositphotos11083293-stock-photo-hose-720.webp
Motores Eléctricos,,Motores Trifásicos,motores-trifasicos,https://mraccesoriosindustriales.com.ar/motores-trifasicos,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/EUACanadaW22HighEfficiencPremiumTOPPremium225355NEMAPREMIUMEFFICIENCYB3RD515Wx515H-720.webp
Motores Eléctricos,,Motores Monofásicos,motores-monofasicos,https://mraccesoriosindustriales.com.ar/motores-monofasicos,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/515Wx515Hnull-720.webp
Motores Eléctricos,,Motor con Freno,motor-con-freno,https://mraccesoriosindustriales.com.ar/motor-con-freno,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/MKTWMOEUTEXTIMAGE3PHASEW21BRAKEMOTORALUMINIUMRAL5009132IE3515Wx515H-720.webp
Motores Eléctricos,,Motores Antiexplosivos,motores-antiexplosivos,https://mraccesoriosindustriales.com.ar/motores-antiexplosivos,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/MKTWMOEUIMAGE3PHASEW22XDB3T160A200515Wx515H-720.webp
Motores Eléctricos,,Motores de Alta Eficiencia,motores-de-alta-eficiencia,https://mraccesoriosindustriales.com.ar/motores-de-alta-eficiencia,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/MKTWMOEUIMAGE3PHASEW22WMININGRAL7030TEFC225SMB3TIE3515Wx515H-720.webp
Tuercas y arandelas,,Tuercas de Fijación,tuercas-de-fijacion,https://mraccesoriosindustriales.com.ar/tuercas-de-fijacion,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/In32nof6aK-720.webp
Tuercas y arandelas,,Arandelas de Fijación,arandelas-de-fijacion,https://mraccesoriosindustriales.com.ar/arandelas-de-fijacion,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/4curKuveDU-720.webp
Tuercas y arandelas,,Separadores FRB,separadores-frb,https://mraccesoriosindustriales.com.ar/separadores-frb,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/smq8cUtk2E-720.webp
Tuercas y arandelas,,Tuercas hidráulicas HMV,tuercas-hidraulicas-hmv,https://mraccesoriosindustriales.com.ar/tuercas-hidraulicas-hmv,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/0901d1968010a830pnghighpreview-720.webp
Equipos Industriales,,VÁLVULA DE CORTE STOP-FLOW® ALTO CAUDAL,valvula-de-corte-stop-flow-alto-caudal,https://mraccesoriosindustriales.com.ar/valvula-de-corte-stop-flow-alto-caudal,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/Capturadepantalla2026-04-07120139-720.webp
Equipos Industriales,,SOPLETE CORTADOR CON ARRESTALLAMAS,soplete-cortador-con-arrestallamas,https://mraccesoriosindustriales.com.ar/soplete-cortador-con-arrestallamas,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/Capturadepantalla2026-04-07120340-720.webp
Equipos Industriales,,VÁLVULA ARRESTALLAMAS ARRESTAFLOW,valvula-arrestallamas-arrestaflow,https://mraccesoriosindustriales.com.ar/valvula-arrestallamas-arrestaflow,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/AF8325A-AF8327A-720.webp
Equipos Industriales,,SOPLÓN PETROLERO PARA PROPANO,soplon-petrolero-para-propano,https://mraccesoriosindustriales.com.ar/soplon-petrolero-para-propano,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/miniatura-AF8218-720.webp
Equipos Industriales,,REGULADOR INDUSTRIAL DE CAUDAL R18 A PISTÓN,regulador-industrial-de-caudal-r18-a-piston,https://mraccesoriosindustriales.com.ar/regulador-industrial-de-caudal-r18-a-piston,https://ss-cnt-001c.esmsv.com/r/content/host1/bdd8cf8fe5a4915516c7492d106a6977//img/products/miniatura-AF1140-AF1180-1-1-720.webp
